label,text_1,text_2,text_1_norm,text_2_norm
-1,Пушилин: делегация ДНР прибудет в Минск утром 6 мая,Делегация ДНР и ЛНР прибыла в Минск на встречу контактной группы,пушилин_NOUN делегация_NOUN ДНР_X прибывать_VERB в_ADP минск_NOUN утро_NOUN май_NOUN,делегация_NOUN ДНР_X и_SCONJ ЛНР_X прибывать_VERB в_ADP минск_NOUN на_ADP встреча_NOUN контактный_ADJ группа_NOUN
0,"В ДНР ждут, что встреча контактной группы снизит накал обстановки",Делегация ДНР и ЛНР прибыла в Минск на встречу контактной группы,в_NOUN ДНР_X ждать_VERB что_SCONJ встреча_NOUN контактный_ADJ группа_NOUN снижать_VERB накал_NOUN обстановка_NOUN,делегация_NOUN ДНР_X и_SCONJ ЛНР_X прибывать_VERB в_ADP минск_NOUN на_ADP встреча_NOUN контактный_ADJ группа_NOUN
0,На Васильевском перевернулась пожарная машина,В Петербурге пожарная машина перевернулась в ДТП,на_ADP васильевский_ADJ перевертываться_VERB пожарный_ADJ машина_NOUN,в_ADP петербург_NOUN пожарный_ADJ машина_NOUN перевертываться_VERB в_ADP дтп_NOUN
0,Суд признал Васильеву виновной в хищении военного имущества,Суд признал Евгению Васильеву виновной по делу «Оборонсервиса»,суд_NOUN признавать_VERB васильев_NOUN виновный_ADJ в_ADP хищение_NOUN военный_ADJ имущество_NOUN,суд_NOUN признавать_VERB евгений_NOUN васильев_NOUN виновный_ADJ по_ADP дело_NOUN оборонсервис_NOUN
0,Суд признал Васильеву виновной в хищении военного имущества,Суд признал Евгению Васильеву виновной по делу «Оборонсервиса»,суд_NOUN признавать_VERB васильев_NOUN виновный_ADJ в_ADP хищение_NOUN военный_ADJ имущество_NOUN,суд_NOUN признавать_VERB евгений_NOUN васильев_NOUN виновный_ADJ по_ADP дело_NOUN оборонсервис_NOUN
-1,Защита Савченко вновь потребовала отвода судьи,Защите Савченко отказали в отводе судьи,защита_NOUN савченко_NOUN вновь_ADV потребовать_VERB отвод_NOUN судья_NOUN,защита_NOUN савченко_NOUN отказывать_VERB в_ADP отвод_NOUN судья_NOUN
0,Российский рынок рекламы сократился на 17% в начале года,Российский рынок рекламы рухнул на 17 процентов,российский_ADJ рынок_NOUN реклама_NOUN сокращаться_VERB на_ADP в_ADP начало_NOUN год_NOUN,российский_ADJ рынок_NOUN реклама_NOUN рухнуть_VERB на_ADP процент_NOUN
-1,Нефть Brent подорожала почти до $69 за баррель,Цена на нефть поднялась выше $69 впервые с начала года,нефть_NOUN Brent_X подорожать_VERB почти_ADV до_ADP за_ADP баррель_NOUN,цена_NOUN на_ADP нефть_NOUN подниматься_VERB высоко_ADV впервые_ADV с_ADP начало_NOUN год_NOUN
0,УМВД: жители Приморья распиливали на металл историческую артбатарею,Жители Приморья распилили историческую артбатарею,умвд_NOUN житель_NOUN приморье_NOUN распиливать_VERB на_ADP металл_NOUN исторический_ADJ артбатарея_NOUN,житель_NOUN приморье_NOUN распиливать_VERB исторический_ADJ артбатарея_NOUN
0,ДНР: силовики вновь обстреляли Мичуринскую исправительную колонию,ДНР: Украинские силовики обстреляли колонию,ДНР_X силовик_NOUN вновь_ADV обстреливать_VERB мичуринский_ADJ исправительный_ADJ колония_NOUN,ДНР_X украинский_ADJ силовик_NOUN обстреливать_VERB колония_NOUN
-1,Местные власти: украинские силовики вновь обстреливают село Саханка,ДНР: Украинские силовики обстреляли колонию,местный_ADJ власть_NOUN украинский_ADJ силовик_NOUN вновь_ADV обстреливать_VERB село_NOUN саханка_NOUN,ДНР_X украинский_ADJ силовик_NOUN обстреливать_VERB колония_NOUN
-1,Курс доллара упал ниже 50 рублей,Рубль пытается закрепиться на отметке в 50 рублей к доллару,курс_NOUN доллар_NOUN упасть_VERB ниже_ADV рубль_NOUN,рубль_NOUN пытаться_VERB закрепляться_VERB на_ADP отметка_NOUN в_ADP рубль_NOUN к_ADP доллар_NOUN
1,Американцы перебросили тяжелую военную технику в Грузию,В Грузию прибыла военная техника из США,американец_NOUN перебрасывать_VERB тяжелый_ADJ военный_ADJ техника_NOUN в_ADP грузия_NOUN,в_ADP грузия_NOUN прибывать_VERB военный_ADJ техника_NOUN из_ADP сша_NOUN
1,Американская военная техника прибыла в Грузию для совместных учений,В Грузию прибыла военная техника из США,американский_ADJ военный_ADJ техника_NOUN прибывать_VERB в_ADP грузия_NOUN для_ADP совместный_ADJ учение_NOUN,в_ADP грузия_NOUN прибывать_VERB военный_ADJ техника_NOUN из_ADP сша_NOUN
0,Опубликован предварительный отчет расследования ЧП с A320 во Франции,Во Франции опубликован предварительный отчет о крушении А320 в Альпах,опубликовывать_VERB предварительный_ADJ отчет_NOUN расследование_NOUN чп_NOUN с_NOUN во_ADP франция_NOUN,во_ADP франция_NOUN опубликовывать_VERB предварительный_ADJ отчет_NOUN о_ADP крушение_NOUN в_ADP альпы_NOUN
0,В Подмосковье покончил с собой онкобольной,Больной раком профессор покончил с собой в Подмосковье,в_ADP подмосковье_NOUN покончить_VERB с_ADP себя_PRON онкобольная_NOUN,больной_ADJ рак_NOUN профессор_NOUN покончить_VERB с_ADP себя_PRON в_ADP подмосковье_NOUN
-1,Украинцы пытаются раскрыть тайну золотого батона,"Минобрнауки планирует создать 6,6 млн новых мест в школах к 2025 году",украинец_NOUN пытаться_VERB раскрывать_VERB тайна_NOUN золотой_ADJ батон_NOUN,минобрнаука_NOUN планировать_VERB создавать_VERB млн_X новый_ADJ место_NOUN в_ADP школа_NOUN к_ADP год_NOUN
-1,"Ребенок сломал ногу, упав в Московском зоопарке в вольер с белухами",В Московском зоопарке на трехлетнего мальчика упала плита,ребенок_NOUN сломать_VERB нога_NOUN упасть_VERB в_ADP московский_ADJ зоопарк_NOUN в_ADP вольер_NOUN с_ADP белуха_NOUN,в_ADP московский_ADJ зоопарк_NOUN на_ADP трехлетний_ADJ мальчик_NOUN упасть_VERB плита_NOUN
-1,Городской велосипед по цене подержанной машины,Ушаков: на саммите ЕАЭС обсудят присоединение Киргизии к Союзу,городской_ADJ велосипед_NOUN по_ADP цена_NOUN подержать_VERB машина_NOUN,ушаков_NOUN на_ADP саммит_NOUN еаэс_NOUN обсуждать_VERB присоединение_NOUN киргизия_NOUN к_ADP союз_NOUN
1,BMW отложила решение о строительстве завода в России,BMW отложил строительство завода в России,BMW_X откладывать_VERB решение_NOUN о_ADP строительство_NOUN завод_NOUN в_ADP россия_NOUN,BMW_X откладывать_VERB строительство_NOUN завод_NOUN в_ADP россия_NOUN
0,Переведенный на армянский язык Коран впервые издан в Турции,В Турции издали Коран на армянском,переводить_VERB на_ADP армянский_ADJ язык_NOUN коран_NOUN впервые_ADV издавать_VERB в_ADP турция_NOUN,в_ADP турция_NOUN издали_ADV коран_NOUN на_ADP армянский_ADJ
0,"""Скорая"" отказалась госпитализировать Савченко, помощь оказана в суде","""Скорая помощь"" не стала госпитализировать украинскую летчицу Савченко",скорый_ADJ отказываться_VERB госпитализировать_VERB савченко_NOUN помощь_NOUN оказывать_VERB в_ADP суд_NOUN,скорый_ADJ помощь_NOUN не_PART становиться_VERB госпитализировать_VERB украинский_ADJ летчица_NOUN савченко_NOUN
-1,Скорую помощь вызвали в суд для Савченко,"""Скорая помощь"" не стала госпитализировать украинскую летчицу Савченко",скорый_ADJ помощь_NOUN вызывать_VERB в_ADP суд_NOUN для_ADP савченко_NOUN,скорый_ADJ помощь_NOUN не_PART становиться_VERB госпитализировать_VERB украинский_ADJ летчица_NOUN савченко_NOUN
-1,Опять Запад не понимает Россию,СМИ: искусная дипломатия России вернула Иран и Запад к переговорам,опять_ADV запад_NOUN не_PART понимать_VERB россия_NOUN,сми_NOUN искусный_ADJ дипломатия_NOUN россия_NOUN вернуть_VERB иран_NOUN и_SCONJ запад_NOUN к_ADP переговоры_NOUN
0,"Инфляция в апреле составила 0,5%, с начала года цены выросли на 7,9%",Годовая инфляция в апреле снизилась впервые с начала года,инфляция_NOUN в_ADP апрель_NOUN составлять_VERB с_ADP начало_NOUN год_NOUN цена_NOUN вырастать_VERB на_ADP,годовой_ADJ инфляция_NOUN в_ADP апрель_NOUN снижаться_VERB впервые_ADV с_ADP начало_NOUN год_NOUN
1,"Ущерб по делу ""Оборонсервиса"" снизился в шесть раз, сообщил прокурор",Суд снизил сумму ущерба по делу Евгении Васильевой в шесть раз,ущерб_NOUN по_ADP дело_NOUN оборонсервис_NOUN снижаться_VERB в_ADP шесть_NUM раз_NOUN сообщать_VERB прокурор_NOUN,суд_NOUN снижать_VERB сумма_NOUN ущерб_NOUN по_ADP дело_NOUN евгения_NOUN васильева_NOUN в_ADP шесть_NUM раз_NOUN
0,Ущерб от действий Васильевой снизили в шесть раз - с 6 млрд до 500 млн,Суд снизил сумму ущерба по делу Евгении Васильевой в шесть раз,ущерб_NOUN от_ADP действие_NOUN васильева_NOUN снижать_VERB в_ADP шесть_NUM раз_NOUN с_ADP млрд_NOUN до_ADP млн_X,суд_NOUN снижать_VERB сумма_NOUN ущерб_NOUN по_ADP дело_NOUN евгения_NOUN васильева_NOUN в_ADP шесть_NUM раз_NOUN
0,Ушаков: Украина будет одной из тем переговоров Путина и Меркель,Путин и Меркель обсудят ситуацию на Украине 10 мая,ушаков_NOUN украина_NOUN быть_VERB один_DET из_ADP то_PRON переговоры_NOUN путин_NOUN и_SCONJ меркель_NOUN,путин_NOUN и_SCONJ меркель_NOUN обсуждать_VERB ситуация_NOUN на_ADP украина_NOUN май_NOUN
-1,Дипломаты России и США обсудили урегулирование ситуации на Украине,Путин и Меркель обсудят ситуацию на Украине 10 мая,дипломат_NOUN россия_NOUN и_SCONJ сша_NOUN обсуждать_VERB урегулирование_NOUN ситуация_NOUN на_ADP украина_NOUN,путин_NOUN и_SCONJ меркель_NOUN обсуждать_VERB ситуация_NOUN на_ADP украина_NOUN май_NOUN
-1,"Путин, Украина и исторический ревизионизм",Путин и Меркель обсудят ситуацию на Украине 10 мая,путин_NOUN украина_NOUN и_SCONJ исторический_ADJ ревизионизм_NOUN,путин_NOUN и_SCONJ меркель_NOUN обсуждать_VERB ситуация_NOUN на_ADP украина_NOUN май_NOUN
-1,"Российские астрономы заявили, что им удалось «поймать» взрыв «Прогресса» в небе над Южной Африкой",Власти Киева готовятся к демонтажу коммунистической символики в метро,российский_ADJ астроном_NOUN заявлять_VERB что_SCONJ они_PRON удаваться_VERB поймать_VERB взрыв_NOUN прогресс_NOUN в_ADP небо_NOUN над_ADP южный_ADJ африка_NOUN,власть_NOUN киев_NOUN готовиться_VERB к_ADP демонтаж_NOUN коммунистический_ADJ символика_NOUN в_ADP метро_NOUN
0,Три человека в Чехии обвинены в намерении организовать взрыв поезда,В Чехии трех человек будут судить за организацию подрыва поезда ,три_NUM человек_NOUN в_ADP чехия_NOUN обвинять_VERB в_ADP намерение_NOUN организовывать_VERB взрыв_NOUN поезд_NOUN,в_ADP чехия_NOUN три_NUM человек_NOUN быть_VERB судить_VERB за_ADP организация_NOUN подрыв_NOUN поезд_NOUN
1,Басманный суд продлил арест Савченко до 30 июня,Надежда Савченко останется под арестом до конца июня,басманный_ADJ суд_NOUN продлять_VERB арест_NOUN савченко_NOUN до_ADP июнь_NOUN,надежда_NOUN савченко_NOUN оставаться_VERB под_ADP арест_NOUN до_ADP конец_NOUN июнь_NOUN
1,"Пушилин: в Минске совершился прорыв, которого долго ждали",Пушилин: На переговорах в Минске совершился долгожданный прорыв,пушилин_NOUN в_ADP минск_NOUN совершаться_VERB прорыв_NOUN который_DET долго_ADV ждать_VERB,пушилин_NOUN на_ADP переговоры_NOUN в_ADP минск_NOUN совершаться_VERB долгожданный_ADJ прорыв_NOUN
1,Пушилин: На переговорах в Минске совершился долгожданный прорыв,Пушилин заявил о «прорыве» на переговорах в Минске,пушилин_NOUN на_ADP переговоры_NOUN в_ADP минск_NOUN совершаться_VERB долгожданный_ADJ прорыв_NOUN,пушилин_NOUN заявлять_VERB о_ADP прорыв_NOUN на_ADP переговоры_NOUN в_ADP минск_NOUN
0,Песков: Путин впервые может объявить на параде Победы минуту молчания,Путин впервые объявит минуту молчания на Параде Победы в Москве,песков_NOUN путин_NOUN впервые_ADV мочь_VERB объявлять_VERB на_ADP парад_NOUN победа_NOUN минута_NOUN молчание_NOUN,путин_NOUN впервые_ADV объявлять_VERB минута_NOUN молчание_NOUN на_ADP парад_NOUN победа_NOUN в_ADP москва_NOUN
0,Улюкаев хочет приостановить выделение средств на программы занятости,Улюкаев предложил приостановить субсидирование поддержки занятости,улюкаев_NOUN хотеть_VERB приостанавливать_VERB выделение_NOUN средство_NOUN на_ADP программа_NOUN занятость_NOUN,улюкаев_NOUN предлагать_VERB приостанавливать_VERB субсидирование_NOUN поддержка_NOUN занятость_NOUN
-1,Во время полета на Марс вы можете получить повреждение головного мозга,Рубль к вечеру изменил вектор и снижался к доллару и евро,во_ADP время_NOUN полет_NOUN на_ADP марс_NOUN вы_PRON мочь_VERB получать_VERB повреждение_NOUN головной_ADJ мозг_NOUN,рубль_NOUN к_ADP вечер_NOUN изменять_VERB вектор_NOUN и_SCONJ снижаться_VERB к_ADP доллар_NOUN и_SCONJ евро_NOUN
-1,В Московском зоопарке на трехлетнего мальчика упала плита,Московский зоопарк оплатит лечение пострадавшего от падения плиты ребенка,в_ADP московский_ADJ зоопарк_NOUN на_ADP трехлетний_ADJ мальчик_NOUN упасть_VERB плита_NOUN,московский_ADJ зоопарк_NOUN оплачивать_VERB лечение_NOUN пострадавший_NOUN от_ADP падение_NOUN плита_NOUN ребенок_NOUN
-1,"СМИ: ""Ночные волки"" оспорят в немецком суде аннулирование виз властями",Немецкий суд разрешил «Ночным волкам» въезд в страну,сми_NOUN ночной_ADJ волк_NOUN оспаривать_VERB в_ADP немецкий_ADJ суд_NOUN аннулирование_NOUN виза_NOUN власть_NOUN,немецкий_ADJ суд_NOUN разрешать_VERB ночной_ADJ волк_NOUN въезд_NOUN в_ADP страна_NOUN
-1,Немецкий суд разрешил «Ночным волкам» въезд в страну,"Суд в Берлине признал незаконным запрет на въезд двух ""ночных волков""",немецкий_ADJ суд_NOUN разрешать_VERB ночной_ADJ волк_NOUN въезд_NOUN в_ADP страна_NOUN,суд_NOUN в_ADP берлин_NOUN признавать_VERB незаконный_ADJ запрет_NOUN на_ADP въезд_NOUN два_NUM ночной_ADJ волк_NOUN
0,"Режим ЧП в Балтиморе снят, Национальная гвардия покинет город",Национальная гвардия США покинула Балтимор,режим_NOUN чп_NOUN в_ADP балтимор_NOUN снимать_VERB национальный_ADJ гвардия_NOUN покидать_VERB город_NOUN,национальный_ADJ гвардия_NOUN сша_NOUN покидать_VERB балтимор_NOUN
0,Минтруд против прекращения поддержки региональных программ занятости,Минтруда выступило против прекращения поддержки программ занятости ,минтруд_NOUN против_ADP прекращение_NOUN поддержка_NOUN региональный_ADJ программа_NOUN занятость_NOUN,минтруда_NOUN выступать_VERB против_ADP прекращение_NOUN поддержка_NOUN программа_NOUN занятость_NOUN
-1,Забор на Сенной площади демонтируют ко Дню города,"ЦБ выпустит в 2015 году монеты, посвященные Крыму",забор_NOUN на_ADP сенной_ADJ площадь_NOUN демонтировать_VERB ко_ADP день_NOUN город_NOUN,цб_NOUN выпускать_VERB в_ADP год_NOUN монета_NOUN посвящать_VERB крым_NOUN
-1,Задержаны участники несанкционированной акции на Болотной площади,Число задержанных на Болотной площади увеличилось до 65 человек,задерживать_VERB участник_NOUN несанкционированный_ADJ акция_NOUN на_ADP болотный_ADJ площадь_NOUN,число_NOUN задержанный_NOUN на_ADP болотный_ADJ площадь_NOUN увеличиваться_VERB до_ADP человек_NOUN
-1,Си Цзиньпин заявил о готовности Китая защищать мир вместе с Россией,"Прокуратура заявила о готовности оценить фотосессию ""Мисс России""",си_NOUN цзиньпина_NOUN заявлять_VERB о_ADP готовность_NOUN китай_NOUN защищать_VERB мир_NOUN вместе_ADV с_ADP россия_NOUN,прокуратура_NOUN заявлять_VERB о_ADP готовность_NOUN оценивать_VERB фотосессия_NOUN мисс_NOUN россия_NOUN
0,Председатель КНР: Китай и Россия будут плечом к плечу защищать мир,Си Цзиньпин заявил о готовности Китая защищать мир вместе с Россией,председатель_NOUN кнр_NOUN китай_NOUN и_SCONJ россия_NOUN быть_VERB плечо_NOUN к_ADP плечо_NOUN защищать_VERB мир_NOUN,си_NOUN цзиньпина_NOUN заявлять_VERB о_ADP готовность_NOUN китай_NOUN защищать_VERB мир_NOUN вместе_ADV с_ADP россия_NOUN
0,Йемен призывает международное сообщество ввести войска в страну,"Власти Йемена призывали ""ввести наземные войска для спасения страны""",йемен_NOUN призывать_VERB международный_ADJ сообщество_NOUN вводить_VERB войско_NOUN в_ADP страна_NOUN,власть_NOUN йемен_NOUN призывать_VERB вводить_VERB наземный_ADJ войско_NOUN для_ADP спасение_NOUN страна_NOUN
-1,"""Барселона"" разгромила ""Баварию"" в первом матче 1/2 финала ЛЧ","Тренер ""Барселоны"" поблагодарил игроков за матч с ""Баварией""",барселона_NOUN разгромить_VERB бавария_NOUN в_ADP первый_ADJ матч_NOUN финал_NOUN ЛЧ_X,тренер_NOUN барселона_NOUN поблагодарить_VERB игрок_NOUN за_ADP матч_NOUN с_ADP бавария_NOUN
1,Последователи иудаизма празднуют Лаг ба-омер,Последователи иудаизма отметят сегодня Лаг ба-омер,последователь_NOUN иудаизм_NOUN праздновать_VERB лаг_NOUN ба_INTJ омер_NOUN,последователь_NOUN иудаизм_NOUN отмечать_VERB сегодня_ADV лаг_NOUN ба_INTJ омер_NOUN
-1,Каримов отказался приехать на юбилей Победы в Москву,Около 30 глав зарубежных стран приедут в Москву на День Победы,каримов_NOUN отказываться_VERB приезжать_VERB на_ADP юбилей_NOUN победа_NOUN в_ADP москва_NOUN,около_ADP глава_NOUN зарубежный_ADJ страна_NOUN приезжать_VERB в_ADP москва_NOUN на_ADP день_NOUN победа_NOUN
-1,Каримов отказался приехать на юбилей Победы в Москву,Ушаков: внук Уинстона Черчилля приедет в Москву на 70-летие Победы,каримов_NOUN отказываться_VERB приезжать_VERB на_ADP юбилей_NOUN победа_NOUN в_ADP москва_NOUN,ушаков_NOUN внук_NOUN уинстон_NOUN черчилль_NOUN приезжать_VERB в_ADP москва_NOUN на_ADP летие_NOUN победа_NOUN
0,Власти Нью-Йорка вернули изъятый полицией бюст Эдварда Сноудена,Власти Нью-Йорка вернули скульпторам бюст Сноудена,власть_NOUN нью-йорк_NOUN вернуть_VERB изымать_VERB полиция_NOUN бюст_NOUN эдвард_NOUN сноудена_NOUN,власть_NOUN нью-йорк_NOUN вернуть_VERB скульптор_NOUN бюст_NOUN сноудена_NOUN
0,Forbes включил 27 российских компаний в рейтинг лидирующих фирм мира,Около 30 российских компаний попали в рейтинг лидирующих фирм Forbes,Forbes_X включать_VERB российский_ADJ компания_NOUN в_ADP рейтинг_NOUN лидировать_VERB фирма_NOUN мир_NOUN,около_ADP российский_ADJ компания_NOUN попадать_VERB в_ADP рейтинг_NOUN лидировать_VERB фирма_NOUN Forbes_X
0,"Инспекторы из Дании, Канады, Молдавии, Польши начали работу в Донбассе",В Донбассе начали работу международные инспекторы,инспектор_NOUN из_ADP дания_NOUN канада_NOUN молдавия_NOUN польша_NOUN начинать_VERB работа_NOUN в_ADP донбасс_NOUN,в_ADP донбасс_NOUN начинать_VERB работа_NOUN международный_ADJ инспектор_NOUN
1,"Нетаньяху объявил, что сформировал новую правящую в Израиле коалицию",Нетаньяху сформировал новую правящую коалицию,нетаньяху_NOUN объявлять_VERB что_SCONJ сформировывать_VERB новый_ADJ править_VERB в_ADP израиль_NOUN коалиция_NOUN,нетаньяху_NOUN сформировывать_VERB новый_ADJ править_VERB коалиция_NOUN
0,Самолет с эвакуированными из Непала гражданами Украины вернулся в Киев,Ил-76 с вывезенными из Непала гражданами Украины долетел до Киева,самолет_NOUN с_ADP эвакуировать_VERB из_ADP непал_NOUN гражданин_NOUN украина_NOUN вернуться_VERB в_ADP киев_NOUN,ил_NOUN с_ADP вывозить_VERB из_ADP непал_NOUN гражданин_NOUN украина_NOUN долетать_VERB до_ADP киев_NOUN
0,МО Украины: самолет с эвакуированными из Непала ждут в Киеве ночью,Ил-76 с вывезенными из Непала гражданами Украины долетел до Киева,мо_NOUN украина_NOUN самолет_NOUN с_ADP эвакуировать_VERB из_ADP непал_NOUN ждать_VERB в_ADP киев_NOUN ночь_NOUN,ил_NOUN с_ADP вывозить_VERB из_ADP непал_NOUN гражданин_NOUN украина_NOUN долетать_VERB до_ADP киев_NOUN
-1,Украина рассчитывает на прибытие в Киев самолета с из Непала 6 мая,Ил-76 с вывезенными из Непала гражданами Украины долетел до Киева,украина_NOUN рассчитывать_VERB на_ADP прибытие_NOUN в_ADP киев_NOUN самолет_NOUN с_NOUN из_ADP непал_NOUN май_NOUN,ил_NOUN с_ADP вывозить_VERB из_ADP непал_NOUN гражданин_NOUN украина_NOUN долетать_VERB до_ADP киев_NOUN
1,Сотни инструкторов Пентагона отправились тренировать сирийскую оппозицию,Пентагон отправил 400 военных для обучения сирийской оппозиции,сотня_NOUN инструктор_NOUN пентагон_NOUN отправляться_VERB тренировать_VERB сирийский_ADJ оппозиция_NOUN,пентагон_NOUN отправлять_VERB военный_ADJ для_ADP обучение_NOUN сирийский_ADJ оппозиция_NOUN
0,"Землетрясение магнитудой 4,6 произошло у таиландского острова Пхукет","В Таиланде произошло очередное землетрясение магнитудой 4,7",землетрясение_NOUN магнитуда_NOUN происходить_VERB у_ADP таиландский_ADJ остров_NOUN пхукет_NOUN,в_ADP таиланд_NOUN происходить_VERB очередной_ADJ землетрясение_NOUN магнитуда_NOUN
-1,Рубль пытается закрепиться на отметке в 50 рублей к доллару,Нефть и праздники: почему доллар опустился ниже 50 рублей,рубль_NOUN пытаться_VERB закрепляться_VERB на_ADP отметка_NOUN в_ADP рубль_NOUN к_ADP доллар_NOUN,нефть_NOUN и_SCONJ праздник_NOUN почему_ADV доллар_NOUN опускаться_VERB низко_ADV рубль_NOUN
-1,Курс доллара упал ниже 50 рублей,Нефть и праздники: почему доллар опустился ниже 50 рублей,курс_NOUN доллар_NOUN упасть_VERB ниже_ADV рубль_NOUN,нефть_NOUN и_SCONJ праздник_NOUN почему_ADV доллар_NOUN опускаться_VERB низко_ADV рубль_NOUN
-1,Курс доллара упал ниже 50 рублей,Нефть и праздники: почему доллар опустился ниже 50 рублей,курс_NOUN доллар_NOUN упасть_VERB ниже_ADV рубль_NOUN,нефть_NOUN и_SCONJ праздник_NOUN почему_ADV доллар_NOUN опускаться_VERB низко_ADV рубль_NOUN
-1,Уголовное дело завели на приморского депутата после инцидента 1 мая,На пытавшегося наехать на полицейских приморского депутата завели уголовное дело,уголовный_ADJ дело_NOUN заводить_VERB на_ADP приморский_ADJ депутат_NOUN после_ADP инцидент_NOUN май_NOUN,на_ADP пытаться_VERB наезжать_VERB на_ADP полицейский_NOUN приморский_ADJ депутат_NOUN заводить_VERB уголовный_ADJ дело_NOUN
-1,Ушаков: посол США будет представлять страну 9 Мая в Москве,Горбачев объяснил отказ Меркель приехать в Москву 9 мая давлением США,ушаков_NOUN посол_NOUN сша_NOUN быть_VERB представлять_VERB страна_NOUN май_NOUN в_ADP москва_NOUN,горбачев_NOUN объяснять_VERB отказ_NOUN меркель_NOUN приезжать_VERB в_ADP москва_NOUN май_NOUN давление_NOUN сша_NOUN
-1,Главный аэропорт Рима закрыт из-за пожара в терминале,В Риме загорелся терминал главного аэропорта,главный_ADJ аэропорт_NOUN рим_NOUN закрывать_VERB из-за_ADP пожар_NOUN в_ADP терминал_NOUN,в_ADP рим_NOUN загораться_VERB терминал_NOUN главный_ADJ аэропорт_NOUN
0,Главный аэропорт Рима закрыт из-за пожара в терминале,В Риме загорелся терминал главного аэропорта,главный_ADJ аэропорт_NOUN рим_NOUN закрывать_VERB из-за_ADP пожар_NOUN в_ADP терминал_NOUN,в_ADP рим_NOUN загораться_VERB терминал_NOUN главный_ADJ аэропорт_NOUN
0,Правительство отчиталось о состоянии исполнения поручений президента,Правительство отчиталось о состоянии исполнения «майских указов» Путина,правительство_NOUN отчитываться_VERB о_ADP состояние_NOUN исполнение_NOUN поручение_NOUN президент_NOUN,правительство_NOUN отчитываться_VERB о_ADP состояние_NOUN исполнение_NOUN майский_ADJ указ_NOUN путин_NOUN
0,"Путин проведет совещание по исполнению ""майских указов"" за три года",Правительство отчиталось о состоянии исполнения «майских указов» Путина,путин_NOUN проводить_VERB совещание_NOUN по_ADP исполнение_NOUN майский_ADJ указ_NOUN за_ADP три_NUM год_NOUN,правительство_NOUN отчитываться_VERB о_ADP состояние_NOUN исполнение_NOUN майский_ADJ указ_NOUN путин_NOUN
0,Задержана сообщница обвиняемых в расстреле милиционеров у АЗС в Киеве,В Киеве задержана причастная к гибели милиционеров неонацистка,задерживать_VERB сообщница_NOUN обвиняемый_NOUN в_ADP расстрел_NOUN милиционер_NOUN у_ADP азс_NOUN в_ADP киев_NOUN,в_ADP киев_NOUN задерживать_VERB причастный_ADJ к_ADP гибель_NOUN милиционер_NOUN неонацистка_NOUN
0,Роналду стал самым высокооплачиваемым футболистом по версии Forbes,Роналду второй год подряд стал самым высокооплачиваемым футболистом,роналд_NOUN становиться_VERB самый_DET высокооплачиваемый_ADJ футболист_NOUN по_ADP версия_NOUN Forbes_X,роналд_NOUN второй_ADJ год_NOUN подряд_ADV становиться_VERB самый_DET высокооплачиваемый_ADJ футболист_NOUN
-1,"Режим КТО введен в центре Махачкалы, правоохранители ищут боевиков",В центре Махачкалы блокирована многоэтажка с боевиками,режим_NOUN кто_PRON вводить_VERB в_ADP центр_NOUN махачкала_NOUN правоохранитель_NOUN искать_VERB боевик_NOUN,в_ADP центр_NOUN махачкала_NOUN блокировать_VERB многоэтажка_NOUN с_ADP боевик_NOUN
1,Горбачев объяснил отказ Меркель приехать в Москву 9 мая давлением США,Горбачев объяснил отказ Меркель приехать на Парад Победы давлением США,горбачев_NOUN объяснять_VERB отказ_NOUN меркель_NOUN приезжать_VERB в_ADP москва_NOUN май_NOUN давление_NOUN сша_NOUN,горбачев_NOUN объяснять_VERB отказ_NOUN меркель_NOUN приезжать_VERB на_ADP парад_NOUN победа_NOUN давление_NOUN сша_NOUN
0,В Риме загорелся терминал главного аэропорта,«Аэрофлот» отменил рейсы в Рим из-за пожара в аэропорту,в_ADP рим_NOUN загораться_VERB терминал_NOUN главный_ADJ аэропорт_NOUN,аэрофлот_NOUN отменять_VERB рейс_NOUN в_ADP рим_NOUN из-за_ADP пожар_NOUN в_ADP аэропорт_NOUN
0,Главный аэропорт Рима закрыт из-за пожара в терминале,«Аэрофлот» отменил рейсы в Рим из-за пожара в аэропорту,главный_ADJ аэропорт_NOUN рим_NOUN закрывать_VERB из-за_ADP пожар_NOUN в_ADP терминал_NOUN,аэрофлот_NOUN отменять_VERB рейс_NOUN в_ADP рим_NOUN из-за_ADP пожар_NOUN в_ADP аэропорт_NOUN
-1,Главный аэропорт Рима закрыт из-за пожара в терминале,Закрытый из-за пожара аэропорт Рима возобновляет работу,главный_ADJ аэропорт_NOUN рим_NOUN закрывать_VERB из-за_ADP пожар_NOUN в_ADP терминал_NOUN,закрытый_ADJ из-за_ADP пожар_NOUN аэропорт_NOUN рим_NOUN возобновлять_VERB работа_NOUN
0,Уголовное дело завели на приморского депутата после инцидента 1 мая,В Приморье возбудили дело против депутата после инцидента 1 мая ,уголовный_ADJ дело_NOUN заводить_VERB на_ADP приморский_ADJ депутат_NOUN после_ADP инцидент_NOUN май_NOUN,в_ADP приморье_NOUN возбуждать_VERB дело_NOUN против_ADP депутат_NOUN после_ADP инцидент_NOUN май_NOUN
